time,ais_frequency,resonance,beat_frequency,intermod_frequency,topology_mismatch,spike_rate,scorch_depth,noise_level,island_Delta_power,island_Delta_freq,island_Theta_power,island_Theta_freq,island_Alpha_power,island_Alpha_freq,island_Beta_3_power,island_Beta_3_freq,island_Beta_power,island_Beta_freq,island_Gamma_power,island_Gamma_freq
37.5,6.60247831143155,0.33127575277654686,0.6024783114315504,1.6987608442842248,0.9576119600932088,53.0,0.02262062047163755,0.1,0.0,2,0.04238803990679115,6,0.5394007263932943,10,0.28548873229671873,15,0.05765956703156716,22,0.07506293415049517,40
38.0,8.55272497279398,0.5402023824246723,1.44727502720602,1.27636248639699,0.47469003171326374,102.0,0.022575401851314746,0.1,0.0,2,0.06578290935818638,6,0.5253099682867363,10,0.26973909025457443,15,0.05956329668111958,22,0.07960473521565022,40
38.5,5.784774828200463,0.2641307551314278,0.2152251717995366,1.8923874141002317,0.9240957832003835,77.5,0.022530273623013967,0.1,0.0,2,0.07590421679961645,6,0.4988016512162506,10,0.2846830997931627,15,0.05307099005206709,22,0.08754004187450452,40
39.0,5.139648199879836,0.2471068012994913,0.8603518001201644,1.5698240999399178,0.8222090920648438,52.0,0.022485235606041563,0.1,0.0,2,0.17779090793515614,6,0.2786798681164076,10,0.3248120472386278,15,0.1002021463069932,22,0.11851503004801157,40
39.5,3.37330560332449,0.23786443635474291,1.3733056033244901,1.313347198337755,1.0,58.5,0.022440287620065086,0.1,0.0,2,0.3130169986402496,6,0.27952201781598995,10,0.25227542177762163,15,0.04963188781397857,22,0.10555367361232386,40
40.0,4.919993135957776,0.3722614848799851,1.0800068640422236,1.4599965679788882,0.673049959641191,65.5,0.022395429485112577,0.1,0.0,2,0.32695004035880904,6,0.27257831956584855,10,0.23649746272317446,15,0.10202318061920011,22,0.061950996513591226,40
40.5,7.871101771576197,0.5002108860728732,1.871101771576197,1.0644491142119015,0.6997310085118388,85.5,0.022350661021571835,0.1,0.0,2,0.3002689914881612,6,0.3089999375184456,10,0.21538369260801407,15,0.13931926539531714,22,0.03602811287677021,40
41.0,9.069197515096482,0.6610869350662495,0.9308024849035181,1.534598757548241,0.44993507045120873,124.5,0.022305982050189712,0.1,0.0,2,0.19678253020819528,6,0.5500649295487913,10,0.14300655078090965,15,0.0744564507725307,22,0.03568953859263521,40
41.5,10.0,0.7322007823095145,0.0,2.0,0.3571230972543251,150.5,0.02377038361480874,0.1,0.0,2,0.12410961764184356,6,0.6428769027456749,10,0.15354375328362524,15,0.04297455126961823,22,0.036495174961039406,40
42.0,10.0,0.7259735769412633,0.0,2.0,0.3920792522833817,148.0,0.025222330768691268,0.1,0.0,2,0.20121083058185904,6,0.6079207477166183,10,0.1416721986231901,15,0.018804301076495125,22,0.03039192190873839,40
42.5,10.000000000000002,0.7539962817508459,1.7763568394002505e-15,2.000000000000001,0.3777423311830296,147.5,0.026730323332192957,0.1,0.0,2,0.2725991494177104,6,0.6222576688169704,10,0.07887651086793734,15,0.005127309989159808,22,0.021139360824026097,40
43.0,8.676301286597822,0.7217137678919172,1.3236987134021785,1.3381506432989108,0.4602194552767819,127.5,0.02817375086797679,0.1,0.0,2,0.3335868020088683,6,0.5397805447232181,10,0.07307988104680258,15,0.026129537087497837,22,0.027423235050807168,40
43.5,6.871200261233651,0.6664386940177436,0.8712002612336507,1.5643998693831747,0.5924450129874825,120.5,0.028117431539991702,0.1,0.0,2,0.4075549870125175,6,0.4717960270399342,10,0.07193479425665097,15,0.02267744080290021,22,0.026036750801073885,40
44.0,5.289832538937,0.6003125957260997,0.7101674610630004,1.6449162694684998,0.48900430796903616,131.5,0.028061224794343257,0.1,0.0,2,0.5109956920309638,6,0.3535068335066077,10,0.0697002249628787,15,0.036760041564914206,22,0.02903720783691263,40
44.5,4.896427850807052,0.5602223925886215,1.1035721491929484,1.4482139254035258,0.4838706607384947,107.0,0.028005130405979364,0.1,0.0,2,0.5161293392615053,6,0.32975518655694874,10,0.08064445051789462,15,0.03477284767252952,22,0.03869817586903495,40
45.0,6.0,0.6729387014936644,0.0,2.0,0.4030950022011415,124.5,0.027949148150297812,0.1,0.0,2,0.5969049977988585,6,0.1814717765120736,10,0.12857975769592428,15,0.05092452088405958,22,0.04211894697297267,40
